id,company_id,name,address,lng,lat,is_active,under_maintenance,opening_hours_osm
9b3c10a7-1813-5cdc-9e2b-ac52d82dc673,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Ariana Station Borne 21,"Rue Ibn Khaldoun, Ariana, Unit 21",10.1654,36.7375,TRUE,FALSE,24/7
38a15f9b-fd69-5f26-9542-53c4bd177bbe,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Gafsa Station Borne 22,"Avenue de la Republique, Gafsa, Unit 22",8.7642,34.3000,FALSE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
eda11053-fc06-5b48-a4f0-f927cf8e74c8,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Monastir Station Borne 23,"Boulevard de l'Environnement, Monastir, Unit 23",10.8111,35.6393,TRUE,TRUE,Mo-Sa 07:00-22:00
e594c06e-7e65-527f-9446-aa4b75660c35,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Ben Arous Station Borne 24,"Rue des Freres Bouadla, Ben Arous, Unit 24",10.2130,36.6283,TRUE,FALSE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
23d144a6-9e8b-5816-8290-2cb5ee5ba71a,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Kairouan Station Borne 25,"Avenue Ibn Sina, Kairouan, Unit 25",10.0913,35.5531,TRUE,FALSE,
17e52b17-9cb3-55d2-9037-417a5aa05c28,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Nabeul Station Borne 26,"Rue du 2 Mars, Nabeul, Unit 26",10.7366,36.3311,TRUE,FALSE,24/7
4af75668-bfa7-5582-9ab0-ce4d648ecd87,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Mahdia Station Borne 27,"Bordj El Kebir, Mahdia, Unit 27",11.0672,35.3797,TRUE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
092ea444-d036-5b02-a291-c0c8ae3b1a8b,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Medenine Station Borne 28,"Avenue de la Liberte, Medenine, Unit 28",10.5153,33.2290,TRUE,FALSE,Mo-Sa 07:00-22:00
7bd6f81d-0d55-5884-b7de-17f698d70b74,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Kasserine Station Borne 29,"Rue de l'Independance, Kasserine, Unit 29",8.8487,35.0471,FALSE,FALSE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
ee677c9a-04e0-52ee-bdf1-2283305233ae,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Jendouba Station Borne 30,"Avenue Farhat Hached, Jendouba, Unit 30",8.8002,36.3763,TRUE,FALSE,
30a3f5e6-292d-5c97-a035-8f7433a7ed40,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Tunis Central Station Borne 31,"Avenue Habib Bourguiba, Tunis, Unit 31",10.2065,36.6815,TRUE,FALSE,24/7
de79773b-8d2b-53e3-a520-6942745eec5f,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Sousse Station Borne 32,"Boulevard Haffouz, Sousse, Unit 32",10.6669,35.7004,TRUE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
2f3a1c15-cb2b-5dff-832d-59b0f342d63b,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Sfax Station Borne 33,"Rue de la Republique, Sfax, Unit 33",10.7953,34.6156,TRUE,FALSE,Mo-Sa 07:00-22:00
ebca7abd-491a-5adf-9999-4e3bf63724f5,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Bizerte Station Borne 34,"Avenue Habib Bouguiba, Bizerte, Unit 34",9.9138,37.1494,TRUE,TRUE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
dfdd8b7d-34ff-5e60-957f-07ffb309a326,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Gabes Station Borne 35,"Rue de Tripoli, Gabes, Unit 35",10.1422,33.7565,TRUE,FALSE,
6cc4f9e1-6606-594a-9bdb-e212d645c148,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Ariana Station Borne 36,"Rue Ibn Khaldoun, Ariana, Unit 36",10.2404,36.7375,FALSE,FALSE,24/7
42e90ed6-2c23-5480-85df-69559100cf50,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Gafsa Station Borne 37,"Avenue de la Republique, Gafsa, Unit 37",8.8392,34.3000,TRUE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
464e79c9-aa6c-5eaf-a3c2-ab61271679db,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Monastir Station Borne 38,"Boulevard de l'Environnement, Monastir, Unit 38",10.8861,35.6393,TRUE,FALSE,Mo-Sa 07:00-22:00
8fdeb2a6-1b8f-5818-bb5f-f4d6458bd80e,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Ben Arous Station Borne 39,"Rue des Freres Bouadla, Ben Arous, Unit 39",10.2880,36.6283,TRUE,FALSE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
80567b75-af64-54de-ae5e-218265efd81a,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Kairouan Station Borne 40,"Avenue Ibn Sina, Kairouan, Unit 40",10.1663,35.5531,TRUE,FALSE,
f3b43a49-959c-5f9e-ba27-5243760591ae,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Nabeul Station Borne 41,"Rue du 2 Mars, Nabeul, Unit 41",10.8116,36.3311,TRUE,FALSE,24/7
ae495d4d-5392-57db-b01e-cfd5291f7ffe,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Mahdia Station Borne 42,"Bordj El Kebir, Mahdia, Unit 42",11.1422,35.3797,TRUE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
9ce71824-3ed4-5103-8d95-06f621ece5b4,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Medenine Station Borne 43,"Avenue de la Liberte, Medenine, Unit 43",10.5903,33.2290,FALSE,FALSE,Mo-Sa 07:00-22:00
07115ed8-7993-5712-be13-2637be3f38ed,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Kasserine Station Borne 44,"Rue de l'Independance, Kasserine, Unit 44",8.9237,35.0471,TRUE,FALSE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
59339d65-fa4e-5479-93c3-21892e8386a7,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Jendouba Station Borne 45,"Avenue Farhat Hached, Jendouba, Unit 45",8.8752,36.3763,TRUE,TRUE,
9a7ddf70-2f07-54e7-8b3c-7d8c05b3b027,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Tunis Central Station Borne 46,"Avenue Habib Bourguiba, Tunis, Unit 46",10.2815,36.6815,TRUE,FALSE,24/7
ee193271-b606-54d7-94a8-1f7f4425d933,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Sousse Station Borne 47,"Boulevard Haffouz, Sousse, Unit 47",10.7419,35.7004,TRUE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
8999f8b7-718c-562a-a3b3-f2f04bc57871,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Sfax Station Borne 48,"Rue de la Republique, Sfax, Unit 48",10.8703,34.6156,TRUE,FALSE,Mo-Sa 07:00-22:00
87287594-3193-5990-bd3d-0e9eaf3961ef,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Bizerte Station Borne 49,"Avenue Habib Bouguiba, Bizerte, Unit 49",9.9888,37.1494,TRUE,FALSE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
6d9c5e38-45b1-5cf9-bc8c-cf392e783cc7,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Gabes Station Borne 50,"Rue de Tripoli, Gabes, Unit 50",10.2172,33.7565,FALSE,FALSE,
56ada281-fb58-5141-bf83-10623f08579c,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Ariana Station Borne 51,"Rue Ibn Khaldoun, Ariana, Unit 51",10.0654,36.7425,TRUE,FALSE,24/7
0a61e878-1f6a-5c66-8f25-3e49c5e4b1cd,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Gafsa Station Borne 52,"Avenue de la Republique, Gafsa, Unit 52",8.6642,34.3050,TRUE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
5bfb4fb5-32e7-50ac-8fc8-52fdb09545ed,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Monastir Station Borne 53,"Boulevard de l'Environnement, Monastir, Unit 53",10.7111,35.6443,TRUE,FALSE,Mo-Sa 07:00-22:00
631f2d57-ce5e-5c6a-9425-c148394efb69,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Ben Arous Station Borne 54,"Rue des Freres Bouadla, Ben Arous, Unit 54",10.1130,36.6333,TRUE,FALSE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
ba03730d-c94d-50f0-a43f-1fddf2be2e9e,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Kairouan Station Borne 55,"Avenue Ibn Sina, Kairouan, Unit 55",9.9913,35.5581,TRUE,FALSE,
4156b992-b580-5212-af9a-1a043c57823d,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Nabeul Station Borne 56,"Rue du 2 Mars, Nabeul, Unit 56",10.6366,36.3361,TRUE,TRUE,24/7
a664d623-6d55-5e58-b6ef-97afd7e74c3e,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Mahdia Station Borne 57,"Bordj El Kebir, Mahdia, Unit 57",10.9672,35.3847,FALSE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
2c3c7adf-3ebf-5e50-9709-705b0ed78d35,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Medenine Station Borne 58,"Avenue de la Liberte, Medenine, Unit 58",10.4153,33.2340,TRUE,FALSE,Mo-Sa 07:00-22:00
a4558ea7-a8fb-53a7-8e72-e7dfc32e2a79,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Kasserine Station Borne 59,"Rue de l'Independance, Kasserine, Unit 59",8.7487,35.0521,TRUE,FALSE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
5a0f6d00-80ec-5fda-8aaf-c5dc7b9fdff8,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Jendouba Station Borne 60,"Avenue Farhat Hached, Jendouba, Unit 60",8.7002,36.3813,TRUE,FALSE,
c928872d-e8a9-5cf4-acc1-02d5bc2bc0d3,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Tunis Central Station Borne 61,"Avenue Habib Bourguiba, Tunis, Unit 61",10.1065,36.6865,TRUE,FALSE,24/7
e48c880b-4b6f-5994-8edd-cd73d00ab1cf,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Sousse Station Borne 62,"Boulevard Haffouz, Sousse, Unit 62",10.5669,35.7054,TRUE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
604a660e-48a5-5a02-b73f-2ab9634deb0b,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Sfax Station Borne 63,"Rue de la Republique, Sfax, Unit 63",10.6953,34.6206,TRUE,FALSE,Mo-Sa 07:00-22:00
b325e31b-f586-5cfe-b724-2009c0ccdb10,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Bizerte Station Borne 64,"Avenue Habib Bouguiba, Bizerte, Unit 64",9.8138,37.1544,FALSE,FALSE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
ac8c1140-e571-5e13-a693-ca9f165f654c,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Gabes Station Borne 65,"Rue de Tripoli, Gabes, Unit 65",10.0422,33.7615,TRUE,FALSE,
951deaab-ae5f-5c17-a2c7-98ebb68cdd1b,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Ariana Station Borne 66,"Rue Ibn Khaldoun, Ariana, Unit 66",10.1404,36.7425,TRUE,FALSE,24/7
bde68229-8567-5f0a-8fa3-bb142ba333d5,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Gafsa Station Borne 67,"Avenue de la Republique, Gafsa, Unit 67",8.7392,34.3050,TRUE,TRUE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
482ab481-2701-539a-a40a-2a8cf6958c21,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Monastir Station Borne 68,"Boulevard de l'Environnement, Monastir, Unit 68",10.7861,35.6443,TRUE,FALSE,Mo-Sa 07:00-22:00
cdfb80ca-1a6c-5079-bf88-67f4a02717d9,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Ben Arous Station Borne 69,"Rue des Freres Bouadla, Ben Arous, Unit 69",10.1880,36.6333,TRUE,FALSE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
84aedc12-77fd-55d7-afba-47a31c34c0c1,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Kairouan Station Borne 70,"Avenue Ibn Sina, Kairouan, Unit 70",10.0663,35.5581,TRUE,FALSE,
789ed1af-2d13-5c4a-a8a1-e56cf78e14e9,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Nabeul Station Borne 71,"Rue du 2 Mars, Nabeul, Unit 71",10.7116,36.3361,FALSE,FALSE,24/7
1a8ee1bb-79f1-5a43-9a06-3624a1956428,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Mahdia Station Borne 72,"Bordj El Kebir, Mahdia, Unit 72",11.0422,35.3847,TRUE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
59ee15da-95e2-5333-bc2b-54ef36e8ec06,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Medenine Station Borne 73,"Avenue de la Liberte, Medenine, Unit 73",10.4903,33.2340,TRUE,FALSE,Mo-Sa 07:00-22:00
94f82115-2b63-5961-b127-f34dfcda59f2,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Kasserine Station Borne 74,"Rue de l'Independance, Kasserine, Unit 74",8.8237,35.0521,TRUE,FALSE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
e4b34f32-2a90-5638-91e0-ac894571119e,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Jendouba Station Borne 75,"Avenue Farhat Hached, Jendouba, Unit 75",8.7752,36.3813,TRUE,FALSE,
57a126d6-b464-5f0a-b4e5-79ce8fa36d6a,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Tunis Central Station Borne 76,"Avenue Habib Bourguiba, Tunis, Unit 76",10.1815,36.6865,TRUE,FALSE,24/7
e8961742-d592-5a9e-ab54-5ebfce79a87f,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Sousse Station Borne 77,"Boulevard Haffouz, Sousse, Unit 77",10.6419,35.7054,TRUE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
d6433a1c-fd4d-5f4e-bd05-8fcf619bc41c,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Sfax Station Borne 78,"Rue de la Republique, Sfax, Unit 78",10.7703,34.6206,FALSE,TRUE,Mo-Sa 07:00-22:00
1157c3af-2bb1-5853-8618-5d0f703eb4fc,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Bizerte Station Borne 79,"Avenue Habib Bouguiba, Bizerte, Unit 79",9.8888,37.1544,TRUE,FALSE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
e3eb8e0f-ba08-5c6f-9138-439d409eaaa2,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Gabes Station Borne 80,"Rue de Tripoli, Gabes, Unit 80",10.1172,33.7615,TRUE,FALSE,
c08faa20-faad-5188-b99a-768125859e3d,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Ariana Station Borne 81,"Rue Ibn Khaldoun, Ariana, Unit 81",10.2154,36.7425,TRUE,FALSE,24/7
2ef19309-a1fc-5012-a128-ca7ed6c87382,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Gafsa Station Borne 82,"Avenue de la Republique, Gafsa, Unit 82",8.8142,34.3050,TRUE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
482ef864-4ff5-52c7-b48a-65597e0a5899,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Monastir Station Borne 83,"Boulevard de l'Environnement, Monastir, Unit 83",10.8611,35.6443,TRUE,FALSE,Mo-Sa 07:00-22:00
fff77155-6970-592b-a414-48a6039ef8b4,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Ben Arous Station Borne 84,"Rue des Freres Bouadla, Ben Arous, Unit 84",10.2630,36.6333,TRUE,FALSE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
e8fd3822-fcd6-5415-87fb-5027d57b5648,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Kairouan Station Borne 85,"Avenue Ibn Sina, Kairouan, Unit 85",10.1413,35.5581,FALSE,FALSE,
11f37a0f-067a-5935-9502-f60f5cae42fa,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Nabeul Station Borne 86,"Rue du 2 Mars, Nabeul, Unit 86",10.7866,36.3361,TRUE,FALSE,24/7
78e66737-243c-5bd3-9b13-82c0792f497b,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Mahdia Station Borne 87,"Bordj El Kebir, Mahdia, Unit 87",11.1172,35.3847,TRUE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
8c95414a-900b-5e25-913c-8e5215c0604f,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Medenine Station Borne 88,"Avenue de la Liberte, Medenine, Unit 88",10.5653,33.2340,TRUE,FALSE,Mo-Sa 07:00-22:00
5bca5730-5452-5f83-af90-36d10e9536af,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Kasserine Station Borne 89,"Rue de l'Independance, Kasserine, Unit 89",8.8987,35.0521,TRUE,TRUE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
bff86a3d-e352-5e07-85fa-290f793cd6ca,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Jendouba Station Borne 90,"Avenue Farhat Hached, Jendouba, Unit 90",8.8502,36.3813,TRUE,FALSE,
9921beba-425f-5d4b-b7d8-31866bbc1aab,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Tunis Central Station Borne 91,"Avenue Habib Bourguiba, Tunis, Unit 91",10.2565,36.6865,TRUE,FALSE,24/7
65d256be-c06b-5b54-a80f-b882689c8d0d,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Sousse Station Borne 92,"Boulevard Haffouz, Sousse, Unit 92",10.7169,35.7054,FALSE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
b4ee5cac-2c4d-5598-8460-d8dbf0d5d247,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Sfax Station Borne 93,"Rue de la Republique, Sfax, Unit 93",10.8453,34.6206,TRUE,FALSE,Mo-Sa 07:00-22:00
1eeb0aa5-86db-5113-a56f-6b5edd77eca7,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Bizerte Station Borne 94,"Avenue Habib Bouguiba, Bizerte, Unit 94",9.9638,37.1544,TRUE,FALSE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
201c4b76-a8eb-5d2e-8024-d40909cbdfbb,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Gabes Station Borne 95,"Rue de Tripoli, Gabes, Unit 95",10.1922,33.7615,TRUE,FALSE,
c88a224c-bffa-574a-92ac-e538d5daafcc,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Ariana Station Borne 96,"Rue Ibn Khaldoun, Ariana, Unit 96",10.2904,36.7425,TRUE,FALSE,24/7
3e59c793-0055-5982-9d00-d39426bb6a8f,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Gafsa Station Borne 97,"Avenue de la Republique, Gafsa, Unit 97",8.8892,34.3050,TRUE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
14f422ed-c2af-5621-a3b8-25ce39b588b5,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Monastir Station Borne 98,"Boulevard de l'Environnement, Monastir, Unit 98",10.9361,35.6443,TRUE,FALSE,Mo-Sa 07:00-22:00
8243ba08-93ea-5483-b400-8892540b01d5,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Ben Arous Station Borne 99,"Rue des Freres Bouadla, Ben Arous, Unit 99",10.3380,36.6333,FALSE,FALSE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
ba172a91-3a87-5280-a65b-6a958f8031a8,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Kairouan Station Borne 100,"Avenue Ibn Sina, Kairouan, Unit 100",10.2163,35.5581,TRUE,TRUE,
c7096461-633b-5620-a565-4d087245b4e7,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Nabeul Station Borne 101,"Rue du 2 Mars, Nabeul, Unit 101",10.6116,36.3411,TRUE,FALSE,24/7
157ff8ef-ab4b-5318-94cb-bdd591dc674a,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Mahdia Station Borne 102,"Bordj El Kebir, Mahdia, Unit 102",10.9422,35.3897,TRUE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
e2f00d88-4826-5074-8842-0831e1699fb5,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Medenine Station Borne 103,"Avenue de la Liberte, Medenine, Unit 103",10.3903,33.2390,TRUE,FALSE,Mo-Sa 07:00-22:00
e8ea6fd0-573a-5d17-841f-ce977c1d9d24,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Kasserine Station Borne 104,"Rue de l'Independance, Kasserine, Unit 104",8.7237,35.0571,TRUE,FALSE,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00
d3a925a7-540e-56da-a883-393e722af6e2,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Jendouba Station Borne 105,"Avenue Farhat Hached, Jendouba, Unit 105",8.6752,36.3863,TRUE,FALSE,
1b693dde-2164-534d-a640-ea43c0ee6c1e,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Tunis Central Station Borne 106,"Avenue Habib Bourguiba, Tunis, Unit 106",10.0815,36.6915,FALSE,FALSE,24/7
08965a76-8e94-564d-8f82-e96ba646eba9,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Sousse Station Borne 107,"Boulevard Haffouz, Sousse, Unit 107",10.5419,35.7104,TRUE,FALSE,Mo-Fr 08:00-20:00; Sa 09:00-13:00
69010b39-e2e1-5017-8351-5f718583ade6,064c1d59-d3f8-5ad1-af24-e0dd5fd275f0,Sfax Station Borne 108,"Rue de la Republique, Sfax, Unit 108",10.6703,34.6256,TRUE,FALSE,Mo-Sa 07:00-22:00
